Entry	Reviewed	Organism	Protein names	EC number	Rhea ID
A0ABT9VPM6	unreviewed	Aeribacillus alveayuensis	Ureidoglycolate dehydrogenase (NAD+) (EC 1.1.1.350)	1.1.1.350	
A0ABT9WQF2	unreviewed	Bacillus chungangensis	Ureidoglycolate dehydrogenase (NAD+) (EC 1.1.1.350)	1.1.1.350	
A0ABT9WR54	unreviewed	Bacillus chungangensis	Ureidoglycolate dehydrogenase (NAD+) (EC 1.1.1.350)	1.1.1.350	
A0ABT9WRJ4	unreviewed	Bacillus chungangensis	Ureidoglycolate dehydrogenase (NAD+) (EC 1.1.1.350)	1.1.1.350	
A0ABU0B0D1	unreviewed	Desulfofundulus luciae	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABU0BGX5	unreviewed	Ancylobacter polymorphus	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABU0BWS7	unreviewed	Pararhizobium capsulatum DSM 1112	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABU0BYI3	unreviewed	Pararhizobium capsulatum DSM 1112	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABU0CNW5	unreviewed	Caldalkalibacillus uzonensis	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABU0CSE6	unreviewed	Caldalkalibacillus uzonensis	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABU0DNG5	unreviewed	Ancylobacter vacuolatus	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABU0F616	unreviewed	Amycolatopsis thermophila	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABU0FLR9	unreviewed	Labrys monachus	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABU0GWV3	unreviewed	Planomicrobium stackebrandtii	Ureidoglycolate dehydrogenase (NAD+) (EC 1.1.1.350)	1.1.1.350	
A0ABU0H0Q7	unreviewed	Kaistia dalseonensis	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABU0H2U5	unreviewed	Kaistia dalseonensis	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABU0HA96	unreviewed	Kaistia dalseonensis	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABU0J6W9	unreviewed	Labrys wisconsinensis	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABU0JBW9	unreviewed	Labrys wisconsinensis	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABU0JEB7	unreviewed	Labrys wisconsinensis	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABU0LXF7	unreviewed	Ancylobacter amanitiformis	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABU0M5K4	unreviewed	Kaistia geumhonensis	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABU0P004	unreviewed	Streptomyces rishiriensis	Ureidoglycolate dehydrogenase (NAD+) (EC 1.1.1.350)	1.1.1.350	
A0ABU0QG87	unreviewed	Streptomyces africanus	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABU0UG51	unreviewed	Agrobacterium larrymoorei	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABU0V8X4	unreviewed	Bacillus stercoris	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABU0VN64	unreviewed	Serratia ureilytica	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABU0WL06	unreviewed	Azospirillum isscasi	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABU1DWX9	unreviewed	Escherichia ruysiae	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABU1DXM6	unreviewed	Escherichia ruysiae	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABU1I331	unreviewed	Microbacterium paludicola	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABU1I9A2	unreviewed	Paracidovorax wautersii	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABU1JPD6	unreviewed	Inquilinus ginsengisoli	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABU1JXQ9	unreviewed	Inquilinus ginsengisoli	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABU1M7X5	unreviewed	Brucella pseudogrignonensis	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABU1MGF5	unreviewed	Brucella pseudogrignonensis	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABU1MZ99	unreviewed	Caulobacter rhizosphaerae	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABU1NAG2	unreviewed	Variovorax soli	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABU1QSM8	unreviewed	Dyadobacter fermentans	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABU1SGV8	unreviewed	Microbacterium resistens	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABU1SU03	unreviewed	Martinezella miluonensis	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABU1TAX1	unreviewed	Mucilaginibacter pocheonensis	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABU1VHS3	unreviewed	Hydrogenophaga laconesensis	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABU1ZXY4	unreviewed	Corynebacterium guangdongense	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABU2CAP3	unreviewed	Rhodoferax ferrireducens	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABU3ETI0	unreviewed	Enterococcus hulanensis	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABU3F3N8	unreviewed	Enterococcus hulanensis	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABU3GTA7	unreviewed	Mucilaginibacter terrae	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABU3SG35	unreviewed	Allobosea rubneri	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABU3VLT3	unreviewed	Sedimentitalea todarodis	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABU3ZDM0	unreviewed	Photobacterium rosenbergii	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABU4DY93	unreviewed	Atlantibacter subterraneus	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABU4E6N1	unreviewed	Atlantibacter subterraneus	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABU4ED95	unreviewed	Dickeya solani	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABU4EGQ9	unreviewed	Dickeya solani	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABU5C8A4	unreviewed	Tigheibacillus halophilus	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABU5M6X2	unreviewed	Klebsiella planticola (Raoultella planticola)	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABU5WX20	unreviewed	Burkholderia anthinoferrum	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABU6ECN7	unreviewed	Proteus cibi	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABU6J966	unreviewed	Noviherbaspirillum album	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABU6JAB8	unreviewed	Noviherbaspirillum album	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABU6JLV4	unreviewed	Brenneria populi	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABU6JM31	unreviewed	Brenneria populi	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABU6KI15	unreviewed	Virgibacillus tibetensis	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABU7LRD9	unreviewed	Hyphobacterium lacteum	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABU7LX91	unreviewed	Hyphobacterium marinum	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABU7TKV3	unreviewed	Methylobacterium oryzae	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABU7ZDR1	unreviewed	Mannheimia indoligenes	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABU8B3U5	unreviewed	Bradyrhizobium algeriense	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABU8BHM3	unreviewed	Bradyrhizobium algeriense	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABU8BIL1	unreviewed	Bradyrhizobium algeriense	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABU8EZS1	unreviewed	Psychrobacillus mangrovi	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABU8EZS9	unreviewed	Psychrobacillus mangrovi	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABU8F104	unreviewed	Psychrobacillus mangrovi	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABU8IVE0	unreviewed	Paraburkholderia bengalensis	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABU8JWM8	unreviewed	Pectobacterium versatile	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABU8K2R2	unreviewed	Pectobacterium versatile	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABU8PX84	unreviewed	Pantoea nemavictus	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABU8VDL3	unreviewed	Variovorax ureilyticus	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABU8W1Q4	unreviewed	Variovorax humicola	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABU8WID8	unreviewed	Variovorax rhizosphaerae	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABU8X4I5	unreviewed	Variovorax robiniae	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABU8XSI5	unreviewed	Benzoatithermus flavus	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABU8Z272	unreviewed	Klebsiella scottii	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABU9B9B9	unreviewed	Pseudaquabacterium rugosum	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABU9F4M7	unreviewed	Klebsiella lignicola	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABU9QPG6	unreviewed	Paraburkholderia sabiae	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABU9RZG0	unreviewed	Paraburkholderia ferrariae	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABU9S4J7	unreviewed	Paraburkholderia guartelaensis	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABU9UYY4	unreviewed	Phytobacter palmae	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABU9V462	unreviewed	Phytobacter palmae	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABU9WX59	unreviewed	Burkholderia theae	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABU9YSZ4	unreviewed	Tistrella arctica	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABU9ZSZ9	unreviewed	Methylobacterium ajmalii	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABV0EUV7	unreviewed	Candidatus Enterococcus ferrettii	Ureidoglycolate dehydrogenase		
A0ABV1KYE7	unreviewed	Cohnella silvisoli	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABV1LD21	unreviewed	Proteus genomosp. 6	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABV1LT89	unreviewed	Paraburkholderia acidicola	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABV1ML29	unreviewed	Lysinibacillus zambalensis	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABV1P646	unreviewed	Pectobacterium polonicum	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABV1P8U1	unreviewed	Pectobacterium polonicum	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABV2CEM2	unreviewed	Burkholderia sola	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABV2DTM4	unreviewed	Pantoea leporis	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABV2E8U9	unreviewed	Salinicoccus halitifaciens	Ureidoglycolate dehydrogenase (NAD+) (EC 1.1.1.350)	1.1.1.350	
A0ABV2GPW6	unreviewed	Mesorhizobium robiniae	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABV2GXQ7	unreviewed	Mesorhizobium robiniae	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABV2H0V1	unreviewed	Pseudorhizobium tarimense	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABV2H294	unreviewed	Pseudorhizobium tarimense	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABV2H2C7	unreviewed	Pseudorhizobium tarimense	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABV2H2L8	unreviewed	Pseudorhizobium tarimense	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABV2HD50	unreviewed	Pseudorhizobium tarimense	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABV2HD58	unreviewed	Pseudorhizobium tarimense	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABV2ICW1	unreviewed	Martelella mangrovi	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABV2KJC2	unreviewed	Aquamicrobium ahrensii	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABV2KQA0	unreviewed	Aquamicrobium ahrensii	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABV2M0S3	unreviewed	Blautia caecimuris	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABV2PGD8	unreviewed	Lysinibacillus parviboronicapiens	Ureidoglycolate dehydrogenase (NAD+) (EC 1.1.1.350)	1.1.1.350	
A0ABV2QE24	unreviewed	Ottowia thiooxydans	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABV2R1H9	unreviewed	Kaistia defluvii	Ureidoglycolate dehydrogenase (NAD+) (EC 1.1.1.350)	1.1.1.350	
A0ABV2RM68	unreviewed	Bradyrhizobium japonicum	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABV2S5L8	unreviewed	Bradyrhizobium japonicum	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABV3M8K2	unreviewed	Enterococcus entomosocium	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABV3M8L2	unreviewed	Enterococcus entomosocium	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABV3UDM9	unreviewed	Serratia quinivorans	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABV3W6Z5	unreviewed	Paraburkholderia phenoliruptrix	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABV3XX03	unreviewed	Rhodovulum iodosum	Ureidoglycolate dehydrogenase (NAD+)		
A0ABV4ESR2	unreviewed	Bradyrhizobium elkanii	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABV4FMH1	unreviewed	Bradyrhizobium ottawaense	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABV4G9T5	unreviewed	Bradyrhizobium yuanmingense	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABV5AI47	unreviewed	Alicyclobacillus fastidiosus	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABV6C7N5	unreviewed	Thorsellia kenyensis	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABV6C8D6	unreviewed	Thorsellia kenyensis	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABV6ECX4	unreviewed	Serratia aquatilis	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABV6EE43	unreviewed	Serratia aquatilis	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABV6ENZ6	unreviewed	Rhodopseudomonas telluris	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABV6GFZ2	unreviewed	Metabacillus herbersteinensis	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABV6JF60	unreviewed	Paenibacillus mendelii	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABV6JTG0	unreviewed	Roseomonas elaeocarpi	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABV6KC72	unreviewed	Halalkalibacter kiskunsagensis	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABV6NKV3	unreviewed	Halalkalibacter alkalisediminis	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABV6Y636	unreviewed	Microvirga arabica	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABV6ZZE7	unreviewed	Hyphobacterium vulgare	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABV7BXX4	unreviewed	Falsiroseomonas tokyonensis	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABV7G2V8	unreviewed	Teichococcus globiformis	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABV7L9H2	unreviewed	Marinibaculum pumilum	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABV7UE59	unreviewed	Camelimonas fluminis	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABV7VAK9	unreviewed	Ferrovibrio xuzhouensis	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABV8H2T2	unreviewed	Oceanobacillus longus	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABV8UUY0	unreviewed	Chryseomicrobium palamuruense	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABV9KE58	unreviewed	Seohaeicola nanhaiensis	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABW0F6B6	unreviewed	Allobosea minatitlanensis	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABW0G1B9	unreviewed	Azospirillum himalayense	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABW0H5P4	unreviewed	Allobosea vestrisii	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABW0IM32	unreviewed	Allobosea eneae	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABW0NMX3	unreviewed	Caenimonas terrae	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABW0PB82	unreviewed	Allobosea massiliensis	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABW0Q767	unreviewed	Polaromonas jejuensis	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABW0TG46	unreviewed	Sporosarcina soli	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABW0THG7	unreviewed	Sporosarcina soli	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABW0TJK0	unreviewed	Sporosarcina soli	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABW0TZL3	unreviewed	Sporosarcina koreensis	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABW0U0X3	unreviewed	Sporosarcina koreensis	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABW1PY58	unreviewed	Citrobacter bitternis	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABW1Q2F5	unreviewed	Citrobacter bitternis	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABW2K004	unreviewed	Halobacillus campisalis	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABW2PU90	unreviewed	Scopulibacillus cellulosilyticus	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABW3NBH0	unreviewed	Oceanobacillus locisalsi	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABW3NDG3	unreviewed	Oceanobacillus locisalsi	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABW3NDL9	unreviewed	Oceanobacillus locisalsi	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABW3T7I5	unreviewed	Seohaeicola saemankumensis	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABW3VJH1	unreviewed	Pseudonocardia benzenivorans	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABW4CDY7	unreviewed	Kroppenstedtia sanguinis	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABW4D7A7	unreviewed	Paenibacillus farraposensis	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABW4ENI2	unreviewed	Pseudonocardia yunnanensis	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABW4FXE4	unreviewed	Pseudonocardia aurantiaca	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABW4HP05	unreviewed	Oceanobacillus luteolus	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABW4HPZ2	unreviewed	Oceanobacillus luteolus	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABW4NIX7	unreviewed	Carnobacterium antarcticum	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABW4NL56	unreviewed	Carnobacterium antarcticum	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABW4QLR1	unreviewed	Planococcus chinensis	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABW5X0J8	unreviewed	Corticicoccus populi	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABW7KYT1	unreviewed	Burkholderia semiarida	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABW7PTV9	unreviewed	Pantoea osteomyelitidis	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABW8G8D2	unreviewed	Pectobacterium actinidiae	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABW8GEG0	unreviewed	Pectobacterium actinidiae	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABW8GPL2	unreviewed	Pectobacterium jejuense	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABW8GQQ7	unreviewed	Pectobacterium jejuense	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABW8ID94	unreviewed	Bacillus lumedeiriae	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABW8QI95	unreviewed	Serratia sarumanii	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABW8R8Z3	unreviewed	Bacillus salipaludis	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABW8R8Z9	unreviewed	Bacillus salipaludis	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABW9B0F6	unreviewed	Paraburkholderia dipogonis	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABW9C9A1	unreviewed	Paraburkholderia strydomiana	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABW9CUW4	unreviewed	Caballeronia jiangsuensis	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABW9E443	unreviewed	Paraburkholderia metrosideri	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABW9EFU3	unreviewed	Paraburkholderia strydomiana	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABW9F4M6	unreviewed	Helcococcus bovis	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABX0QSI4	unreviewed	Candidatus Pantoea formicae	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABX0QYQ8	unreviewed	Candidatus Pantoea formicae	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABX0RNR0	unreviewed	Candidatus Pantoea communis	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABX0SFN4	unreviewed	Brooklawnia cerclae	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABX0SPJ0	unreviewed	Amycolatopsis viridis	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABX0UG48	unreviewed	Dyadobacter arcticus	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABX0UZA8	unreviewed	Pseudochelatococcus lubricantis	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABX0V6H9	unreviewed	Pseudochelatococcus lubricantis	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABX1E5R8	unreviewed	Falsiroseomonas selenitidurans	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABX1EUA7	unreviewed	Falsiroseomonas frigidaquae	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABX1HID5	unreviewed	Hymenobacter artigasi	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABX1RBY3	unreviewed	Pseudonocardia xinjiangensis	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABX1T4K9	unreviewed	Pelagibacter ubique	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABX1VU31	unreviewed	Lacrimispora defluvii	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	1.1.1.154	
A0ABX2CFH3	unreviewed	Bradyrhizobium aeschynomenes	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABX2FLZ8	unreviewed	Hymenobacter caeli	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABX2KMK0	unreviewed	Azospirillum melinis	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABX2KNV0	unreviewed	Azospirillum melinis	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABX2KZB4	unreviewed	Azospirillum formosense	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABX2TIX8	unreviewed	Azospirillum oleiclasticum	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABX3CL36	unreviewed	Cytobacillus oceanisediminis	Ureidoglycolate dehydrogenase		
A0ABX3I4J3	unreviewed	Bacillus haynesii	Ureidoglycolate dehydrogenase		
A0ABX3UHU8	unreviewed	Kluyvera intermedia (Enterobacter intermedius)	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABX4SP37	unreviewed	Pantoea endophytica	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABX4V492	unreviewed	Paraburkholderia rhynchosiae	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABX4XRA3	unreviewed	Paenilisteria newyorkensis	Ureidoglycolate dehydrogenase		
A0ABX4XT52	unreviewed	Paenilisteria newyorkensis	Ureidoglycolate dehydrogenase		
A0ABX5HND1	unreviewed	Escherichia albertii	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABX5IK47	unreviewed	Staphylococcus succinus	Ureidoglycolate dehydrogenase		
A0ABX5K858	unreviewed	Paraburkholderia unamae	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABX5KEK5	unreviewed	Paraburkholderia unamae	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABX5KVZ7	unreviewed	Paraburkholderia unamae	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABX5MIZ2	unreviewed	Paraburkholderia tropica	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABX5MSD7	unreviewed	Paraburkholderia tropica	LDH2 family malate/lactate/ureidoglycolate dehydrogenase		
A0ABX5T1P5	unreviewed	Citrobacter tructae	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABX5VEL2	unreviewed	Sutterella faecalis	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABX5W3E5	unreviewed	Bradyrhizobium symbiodeficiens	Malate/lactate/ureidoglycolate dehydrogenase		
A0ABX6GH45	unreviewed	Serratia rhizosphaerae	Malate/lactate/ureidoglycolate dehydrogenase		
